"회사명","산업단지명","대표업종","생산품","원자재","groups","공장규모","공장규모가중치","종업원수","도로명주소","지번주소","위도","경도","소분류","소분류항목명","중분류","중분류항목명","세탁소와거리","수주업체명","공장별세탁량"
"(주)대연공업",NA,25924,"기계부품","SHAFT(샤프트)","GSN","소기업",3,15,"경상남도 김해시 분성로569번길 41 (어방동)","경상남도 김해시 어방동 1047-12",35.3015132366,128.9021880938,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",11488.3959014678,NA,0
"(주)대영",NA,22299,"건조대","수지","GSN","소기업",3,13,"경상남도 김해시 주촌면 서부로1293번길 17-21","경상남도 김해시 주촌면 양동리 430-1",34.8740373666,128.6525645917,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",41259.1066474845,NA,0
"(주)대영인더스트리",NA,25923,"도아트리우",NA,"GSN","소기업",3,9,"경상남도 김해시 진례면 고모로442번길 71-1","경상남도 김해시 진례면 고모리 990-4",35.2411544782,128.6313905697,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",18501.5571876207,NA,0
"(주)대영전장시스템",NA,28111,"하네스류",NA,"GSN","소기업",3,15,"경상남도 김해시 생림면 나전로 248","경상남도 김해시 생림면 나전리 710-4",35.206723288,128.6388965201,281,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",28,"전기장비 제조업",17624.9914608888,NA,0
"(주)대영화성",NA,22299,"운송장비 조립용 프라스틱","운송장비 조립용 프라스틱","GSN","소기업",3,17,"경상남도 김해시 한림면 김해대로1559번길 21","경상남도 김해시 한림면 신천리 196-1",35.2414237772,128.6260668272,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",18985.0062669828,NA,0
"(주)대영화학",NA,22251,"냉장고부품","A.B.S","GSN","소기업",3,60,"경상남도 김해시 진례면 고모로364번길 30","경상남도 김해시 진례면 담안리 531",35.3894413266,128.4578678615,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",39141.8061113963,NA,0
"(주)대왕김해공장",NA,23322,"레미콘","시멘트,모래,자갈","GSN","소기업",3,23,"경상남도 김해시 상동면 상동로 818-5","경상남도 김해시 상동면 매리 764-10",35.2428532125,128.6168058953,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",23,"비금속 광물제품 제조업",19842.2350883676,NA,0
"(주)대우에스티아이",NA,30399,"조선기자재","수지류","GSN","소기업",3,30,"경상남도 김해시 진영읍 서부로 264","경상남도 김해시 진영읍 죽곡리 582-1",35.4316410553,129.1922599695,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",40593.8411409937,NA,0
"(주)대운산업",NA,22199,"산업기계",NA,"GSN","소기업",3,5,"경상남도 김해시 진례면 고모로364번길 59-36","경상남도 김해시 진례면 담안리 470",35.3853564212,129.0205151502,221,"고무제품 제조업",22,"고무 및 플라스틱제품 제조업",25479.6661135928,NA,0
"(주)대운전기","김해오척일반산업단지",28123,"배전반외",NA,"GSN","소기업",3,43,"경상남도 김해시 진영읍 하계로240번길 209-31","경상남도 김해시 진영읍 하계리 779-1",35.6235807838,127.8313060491,281,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",28,"전기장비 제조업",101557.772655414,NA,0
"(주)대웅씨티",NA,25122,"설치용 금속탱크 및 저장용기",NA,"GSN","소기업",3,41,"경상남도 김해시 한림면 용덕로23번길 109-12","경상남도 김해시 한림면 용덕리 715-1",35.5789257003,128.1800362165,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",71672.9118925543,NA,0
"(주)대웅엠엔에프",NA,10129,"축산물","원료육","GSN","소기업",3,32,"경상남도 김해시 분성로627번길 53 (삼방동)","경상남도 김해시 삼방동 104-10",35.395290464,129.0074844091,101,"도축, 육류 가공 및 저장 처리업",10,"식료품 제조업",25549.4860608176,NA,0
"(주)대웅피엠티",NA,24199,"금속절단가공","스텐","GSN","소기업",3,17,"경상남도 김해시 한림면 김해대로927번길 33-1","경상남도 김해시 한림면 퇴래리 1263-6",35.1195243864,128.106241265,241,"1차 철강 제조업",24,"1차 금속 제조업",66983.0676453791,NA,0
"(주)대원수출포장",NA,16232,"나무상자",NA,"GSN","소기업",3,35,"경상남도 김해시 한림면 명동로4번길 46","경상남도 김해시 한림면 명동리 503",35.3482858004,128.8524566612,162,"나무제품 제조업",16,"목재 및 나무제품 제조업; 가구 제외",14864.2989643423,NA,0
"(주)대원열처리",NA,25921,"열처리된 단조품",NA,"GSN","소기업",3,12,"경상남도 김해시 생림면 생림대로928번길 103","경상남도 김해시 생림면 봉림리 87-1",35.2063277626,128.6454053491,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",17035.8069418649,NA,0
"(주)대원이엔지",NA,31114,"선박부품",NA,"GSN","소기업",3,5,"경상남도 김해시 한림면 가동로 69-18","경상남도 김해시 한림면 가산리 549-4",35.5154167656,127.7799206586,311,"선박 및 보트 건조업",31,"기타 운송장비 제조업",101258.600935032,NA,0
"(주)대원플라텍",NA,22241,"플라스틱사출품",NA,"GSN","소기업",3,8,"경상남도 김해시 주촌면 서부로1541번길 47-8","경상남도 김해시 주촌면 내삼리 593",34.969622033,128.3907689387,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",48612.9983086213,NA,0
"(주)대유",NA,32091,"선박가구","철판","GSN","소기업",3,24,"경상남도 김해시 진례면 담안로 166","경상남도 김해시 진례면 송현리 387-2",35.3151216128,128.5199396357,320,"가구 제조업",32,"가구 제조업",30491.9155239901,NA,0
"(주)대유",NA,24212,"선박부품 외",NA,"GSN","소기업",3,1,"경상남도 김해시 생림면 인제로611번길 7-16","경상남도 김해시 생림면 나전리 87-10",34.899302764,128.3554491302,242,"1차 비철금속 제조업",24,"1차 금속 제조업",55862.930691689,NA,0
"(주)대일",NA,25913,"금속압형제품","금속","GSN","소기업",3,39,"경상남도 김해시 진례면 고모로 472","경상남도 김해시 진례면 고모리 1100-1",35.4675647749,128.6442555144,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",32785.7844986824,NA,0
"(주)대일아쿠아",NA,29176,"냉각판","파이프","GSN","소기업",3,30,"경상남도 김해시 상동면 묵방로120번길 10-33 ((주)대일아쿠아)","경상남도 김해시 상동면 묵방리 504",35.3155074379,128.514984738,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",30927.7369432042,NA,0
"(주)대일엔지니어링",NA,29199,"식품산업기계","스텐","GSN","소기업",3,11,"경상남도 김해시 삼안로 11-28 (안동)","경상남도 김해시 안동 256-38",35.5294289519,128.7288613868,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",36089.6171756674,NA,0
"(주)대일엔지니어링",NA,29199,"라면식품기계",NA,"GSN","소기업",3,10,"경상남도 김해시 분성로 644 (안동)","경상남도 김해시 안동 160-56",35.0817940379,128.1072906691,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",67695.0908356396,NA,0
"(주)대일우드텍",NA,32021,"가구",NA,"GSN","소기업",3,30,"경상남도 김해시 생림면 인제로 707-19","경상남도 김해시 생림면 나전리 1208-4",35.3009095589,128.9122069834,320,"가구 제조업",32,"가구 제조업",11964.7624278368,NA,0
"(주)대정",NA,13229,"토목섬유","폴리에스테르","GSN","소기업",3,32,"경상남도 김해시 생림면 여차로 12","경상남도 김해시 생림면 사촌리 64",35.4309388418,128.8325490913,132,"직물 직조 및 직물제품 제조업",13,"섬유제품 제조업; 의복 제외",23919.5798471356,NA,0
"(주)대정",NA,13921,"끈.로프",NA,"GSN","소기업",3,10,"경상남도 김해시 진례면 서부로 444","경상남도 김해시 진례면 청천리 319-1",35.4409307743,128.5477654791,139,"기타 섬유제품 제조업",13,"섬유제품 제조업; 의복 제외",35987.8081537307,NA,0
"(주)대정금속",NA,30399,"자동차부품,볼트,너트","철판","GSN","소기업",3,30,"경상남도 김해시 상동면 상동로375번길 26-62","경상남도 김해시 상동면 우계리 30-7",35.2153298848,128.8327273862,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",49.9073877274341,NA,0
"(주)대정축산기업",NA,10129,"소육가공품",NA,"GSN","소기업",3,15,"경상남도 김해시 주촌면 서부로1403번길 23-100","경상남도 김해시 주촌면 내삼리 1282",35.2345821619,128.9189992548,101,"도축, 육류 가공 및 저장 처리업",10,"식료품 제조업",8186.99444669401,NA,0
"(주)대진FORMER",NA,25941,"스리브류","철선","GSN","소기업",3,5,"경상남도 김해시 진례면 송현로52번길 49","경상남도 김해시 진례면 초전리 1148-34",35.2153298848,128.8327273862,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",49.9073877274341,NA,0
"(주)대진건구",NA,16221,"창호","목제","GSN","소기업",3,14,"경상남도 김해시 진례면 고모로526번길 26-29","경상남도 김해시 진례면 고모리 1060-1",35.3161165737,128.902357485,162,"나무제품 제조업",16,"목재 및 나무제품 제조업; 가구 제외",12875.4007540015,NA,0
"(주)대진경금속","김해내삼농공단지",24212,"알루미늄합금제품","알루미늄","GSN","소기업",3,15,"경상남도 김해시 주촌면 서부로1499번길 113-5","경상남도 김해시 주촌면 내삼리 1077-3",35.5809613015,128.1796605404,242,"1차 비철금속 제조업",24,"1차 금속 제조업",71827.8130090069,NA,0
"(주)대진메탈공업",NA,24312,"강주물",NA,"GSN","중기업",2,53,"경상남도 김해시 주촌면 서부로 1496 (총 12 필지) 외 11필지","경상남도 김해시 주촌면 내삼리 1341-4",35.4943827012,128.5112307854,243,"금속 주조업",24,"1차 금속 제조업",42537.2964520309,NA,0
"(주)대진메탈공업",NA,25999,"기계부품",NA,"GSN","소기업",3,10,"경상남도 김해시 주촌면 서부로 1492","경상남도 김해시 주촌면 내삼리 730",35.1426253355,128.4774882169,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",33300.4701372466,NA,0
"(주)대진에이치에스",NA,29120,"유압밸브",NA,"GSN","소기업",3,32,"경상남도 김해시 상동면 동북로437번길 138-38","경상남도 김해시 상동면 매리 607-29",35.3744406689,129.1465348771,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",33602.9223247151,NA,0
"(주)대진인터스트리",NA,25929,"금속부품",NA,"GSN","소기업",3,7,"경상남도 김해시 유하로59번길 28 (유하동)","경상남도 김해시 유하동 767",35.3622575903,128.5201476914,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",32731.4051219629,NA,0
"(주)대진정밀",NA,25999,"구조제","철재","GSN","소기업",3,17,"경상남도 김해시 진례면 고모로216번길 75-2","경상남도 김해시 진례면 송현리 960",35.2774973386,128.8530580705,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",7152.70307368995,NA,0
"(주)대진정밀",NA,30399,"자동차부품","철재","GSN","소기업",3,7,"경상남도 김해시 진례면 고모로216번길 159-16","경상남도 김해시 진례면 송현리 961",35.2219461579,128.8269420629,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",874.062552607231,NA,0
"(주)대진테크",NA,28302,"케이블","케일블선","GSN","소기업",3,10,"경상남도 김해시 장유로115번길 50-7 (부곡동)","경상남도 김해시 부곡동 226-3",35.2955412558,128.4994394558,283,"절연선 및 케이블 제조업",28,"전기장비 제조업",31560.671359993,NA,0
"(주)대진티엠에스",NA,31114,"선박부품","SUS","GSN","소기업",3,20,"경상남도 김해시 한림면 안하로 238","경상남도 김해시 한림면 안하리 152-14",35.2160072809,128.5987285083,311,"선박 및 보트 건조업",31,"기타 운송장비 제조업",21255.3662115494,NA,0
"(주)대천금속",NA,25929,"주석판",NA,"GSN","소기업",3,2,"경상남도 김해시 상동면 동북로473번길 208-18","경상남도 김해시 상동면 매리 936-3",35.2294679132,128.8151193659,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",2206.33425740095,NA,0
"(주)대하냉기",NA,29171,"대형냉장고용냉동기계유니트,공기조화기용냉동기계유니트,저온건조기및고온건조기,배전산및분전반,자동제어",NA,"GSN","소기업",3,5,"경상남도 김해시 상동면 동북로 1043","경상남도 김해시 상동면 감노리 261-1",35.247695859,128.786847249,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",5469.2050330167,NA,0
"(주)대한기계산업",NA,29174,"집진기",NA,"GSN","소기업",3,5,"경상남도 김해시 진례면 고모로 636-20","경상남도 김해시 진례면 고모리 53-1",35.2167879813,128.5961774533,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",21488.0016774602,NA,0
"(주)대한로프",NA,13921,"끈,로프","끈","GSN","소기업",3,16,"경상남도 김해시 생림면 마사로 36-31","경상남도 김해시 생림면 생철리 194",35.298020356,128.5328215956,139,"기타 섬유제품 제조업",13,"섬유제품 제조업; 의복 제외",28744.9925213843,NA,0
"(주)대한아이테크","김해테크노밸리일반산업단지",25999,"보온자재",NA,"GSN","소기업",3,19,"경상남도 김해시 진례면 테크노밸리로 175","경상남도 김해시 진례면 고모리 1564-5",35.2326091009,128.8125296657,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",2620.9566919673,NA,0
"(주)대한웰딩산업",NA,29199,"용접기",NA,"GSN","소기업",3,1,"경상남도 김해시 진영읍 본산2로 37-9","경상남도 김해시 진영읍 본산리 318-6",34.893780557,128.371530039,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",55124.2078787705,NA,0
"(주)대한전기전자제작소",NA,22193,"산업기계","철판등","GSN","소기업",3,30,"경상남도 김해시 안동 262-6","경상남도 김해시 안동 262-6",35.3758985579,129.0207649205,221,"고무제품 제조업",22,"고무 및 플라스틱제품 제조업",24729.3789230036,NA,0
"(주)대한정유",NA,19221,"윤활유",NA,"GSN","소기업",3,5,"경상남도 김해시 주촌면 서부로1499번길 22-102","경상남도 김해시 주촌면 내삼리 552",35.465992303,128.7331148386,192,"석유 정제품 제조업",19,"코크스, 연탄 및 석유정제품 제조업",29230.591888284,NA,0
